"predictions","Actual","predictions_type","AUC","Fold","Model","method"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"training",0.919642857142857,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"1",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"1",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",1,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"1",1,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",0,"testing",0.803571428571429,4,"1Logistic Regression","4__1Logistic Regression"
"0",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"1",1,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"training",0.919642857142857,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"1",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"1",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"1",1,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"1",1,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",1,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"1",1,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",0,"testing",0.803571428571429,4,"2ridge","4__2ridge"
"0",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"0",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",1,"training",0.919642857142857,4,"3lasso","4__3lasso"
"1",0,"training",0.919642857142857,4,"3lasso","4__3lasso"
